SourceFile,RecordLocator,RecordId,TicketNumber,BookingDate,ProcessingStage,FailureCategory,FailureReason,TechnicalDetails,CanRetry,RequiredAction,Timestamp,OriginalName,OriginalDescription
October,UOPJCF,N/A,0272115806412,2025-08-28T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 149,"Record from 10/19/2025, 9:44:16.688 PM"
October,OMXIKG,N/A,0277333472081,2025-09-16T10:33:03.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 150,"Record from 10/21/2025, 4:14:46.006 AM"
October,EKMGER,N/A,0272119190461,2025-10-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 151,"Record from 10/20/2025, 4:40:19.894 AM"
October,YVMKHP,N/A,0272120731700,2025-10-19T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 152,"Record from 10/20/2025, 6:29:41.318 PM"
October,LNAJYT,N/A,0272114154568,2025-08-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 153,"Record from 10/20/2025, 4:46:19.718 AM"
October,YQRMTO,N/A,0272116037852,2025-09-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 154,"Record from 10/20/2025, 5:14:01.796 AM"
October,HHRTQC,N/A,0272120852339,2025-10-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 157,"Record from 10/20/2025, 10:24:07.578 PM"
October,LLATLP,N/A,0272118003116,2025-09-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 161,"Record from 10/20/2025, 7:30:15.017 PM"
October,FKVDVZ,N/A,0277333356204,2025-09-16T19:28:39.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 162,"Record from 10/22/2025, 4:02:34.585 AM"
October,OVYLJR,N/A,0272118329648,2025-09-24T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 164,"Record from 10/14/2025, 3:40:48.946 AM"
October,OBXOCY,N/A,0272102857568,2025-04-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 165,"Record from 10/14/2025, 3:51:31.098 AM"
October,YGUWEA,N/A,0272103866314,2025-04-28T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 166,"Record from 10/14/2025, 8:27:53.793 AM"
October,WFHSPQ,N/A,1732314476030,2025-07-14T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 167,"Record from 10/15/2025, 8:44:04.573 AM"
October,OCKUCK,N/A,0272119062532,2025-10-02T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 174,"Record from 10/11/2025, 12:31:37.146 AM"
October,JXAQPL,N/A,0272106949516,2025-05-29T07:45:13.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 176,"Record from 10/12/2025, 4:36:10.965 AM"
October,MNWQZV,N/A,0272119739580,2025-10-08T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 186,"Record from 10/11/2025, 1:10:36.616 AM"
October,IXJLKR,N/A,0272114104898,2025-08-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 190,"Record from 10/10/2025, 11:22:00.109 PM"
October,OYMYIG,N/A,0272100208840,2025-03-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 194,"Record from 10/12/2025, 8:06:01.761 AM"
October,NYELJI,N/A,0277280758504,2025-08-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 195,"Record from 10/11/2025, 2:26:13.575 AM"
October,IYVUVY,N/A,0272119738840,2025-10-08T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 198,"Record from 10/13/2025, 12:51:04.385 AM"
October,AOYFOS,N/A,0272112500266,2025-07-25T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 199,"Record from 10/13/2025, 12:53:03.100 AM"
October,KAHEFD,N/A,0272113610395,2025-08-05T19:30:07.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 200,"Record from 10/12/2025, 4:28:38.274 AM"
October,DSQUCP,N/A,0272115482538,2025-08-25T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 201,"Record from 10/11/2025, 3:40:33.556 AM"
October,CVWQVT,N/A,0272120523119,2025-10-16T14:53:20.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 203,"Record from 10/19/2025, 4:24:46.108 AM"
October,WJRPGY,N/A,0272119896815,2025-10-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 209,"Record from 10/16/2025, 12:27:44.365 AM"
October,YKMYPL,N/A,0272110050063,2025-06-30T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 210,"Record from 10/16/2025, 12:27:04.080 AM"
October,EAQJNZ,N/A,0272115268919,2025-08-22T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 211,"Record from 10/15/2025, 11:56:08.537 PM"
October,OKULKS,N/A,1762799610893,2025-10-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 223,"Record from 10/23/2025, 7:12:24.386 PM"
October,GCFFFI,N/A,0277380533857,2025-10-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 224,"Record from 10/23/2025, 7:43:18.620 PM"
October,JWKAWQ,N/A,0272120974762,2025-10-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 225,"Record from 10/23/2025, 8:16:10.210 PM"
October,JFMWCD,N/A,0277341988087,2025-10-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 227,"Record from 10/23/2025, 8:16:57.964 PM"
October,FSEBEO,N/A,0272120689532,2025-10-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 230,"Record from 10/23/2025, 8:38:18.808 PM"
October,MSIRSZ,N/A,1737320124044,2025-10-13T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 232,"Record from 10/23/2025, 6:22:46.176 PM"
October,DVJXDD,N/A,0272117914632,2025-09-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 234,"Record from 10/23/2025, 6:14:26.123 PM"
October,DKNTSX,N/A,0272119783077,2025-10-09T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 240,"Record from 10/23/2025, 7:17:35.328 PM"
October,MSNFVP,N/A,0272116775647,2021-10-11T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 245,"Record from 10/23/2025, 6:27:19.659 PM"
October,NXCHVZ,N/A,0272120598865,2025-10-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 250,"Record from 10/23/2025, 6:35:27.963 PM"
October,KMADUP,N/A,0277377445862,2025-09-22T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 251,"Record from 10/23/2025, 6:55:29.647 PM"
October,FFHFEM,N/A,0272117675572,2025-09-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 277,"Record from 10/23/2025, 6:45:49.980 PM"
October,IPGBJC,N/A,0277336821379,2025-09-29T16:20:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 278,"Record from 10/24/2025, 4:20:48.586 AM"
October,FOSKXD,N/A,0272115562962,2025-08-26T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 293,"Record from 10/23/2025, 7:09:03.675 PM"
October,IYAHRA,N/A,0277395017367,2025-10-08T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 309,"Record from 10/23/2025, 7:53:38.237 PM"
October,DKQWOI,N/A,0277337883792,2025-10-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 310,"Record from 10/8/2025, 1:08:45.607 AM"
October,GMMLLA,N/A,0272119013076,2025-10-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 311,"Record from 10/7/2025, 11:22:50.759 PM"
October,NEUQDO,N/A,0272116411107,2025-09-04T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 312,"Record from 10/8/2025, 1:08:01.339 AM"
October,KYYXQO,N/A,0272115484872,2025-08-25T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 317,"Record from 10/8/2025, 2:33:09.111 AM"
October,WJEJVY,N/A,0272116038356,2025-09-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 318,"Record from 10/7/2025, 10:22:01.373 AM"
October,YSXTML,N/A,0272119213891,2025-10-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 319,"Record from 10/7/2025, 8:32:31.564 AM"
October,IDTOAG,N/A,0272109562542,2025-06-25T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 320,"Record from 10/7/2025, 6:07:19.288 AM"
October,QCJGXD,N/A,0272120522752,2025-10-16T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 322,"Record from 10/21/2025, 4:50:12.725 PM"
October,IQECWX,N/A,0272120419553,2025-10-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 392,"Record from 10/21/2025, 4:56:47.722 PM"
October,GFUEOG,N/A,0272120723331,2025-10-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 398,"Record from 10/21/2025, 6:02:27.922 PM"
October,LXOZUP,N/A,0277336933328,2025-09-30T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 399,"Record from 10/21/2025, 7:02:05.716 PM"
October,FYKOZM,N/A,0272114068889,2025-08-09T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 407,"Record from 10/21/2025, 7:04:01.560 PM"
October,UZHCDI,N/A,0272112049590,2025-07-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 408,"Record from 10/21/2025, 3:20:28.584 PM"
October,MKJLKM,N/A,0272120251907,2025-10-14T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 409,"Record from 10/21/2025, 7:49:24.644 PM"
October,MOPOKZ,N/A,0272120919204,2025-10-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 411,"Record from 10/21/2025, 3:26:23.341 PM"
October,YFVFSF,N/A,0272106201023,2025-05-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 412,"Record from 10/21/2025, 2:12:35.494 PM"
October,YWWBBC,N/A,1732315590336,2025-09-19T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 424,"Record from 10/21/2025, 4:13:15.926 PM"
October,AEAWRQ,N/A,0272120747338,2025-10-19T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 425,"Record from 10/21/2025, 2:24:06.369 PM"
October,IZMVRZ,N/A,0272120930952,2025-10-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 430,"Record from 10/21/2025, 4:45:35.106 PM"
October,LPKNJW,N/A,0275516535662,2025-10-16T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 431,"Record from 10/21/2025, 2:27:21.613 PM"
October,AIQSOK,N/A,0277341501802,2025-10-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 434,"Record from 10/21/2025, 3:52:58.612 PM"
October,SENZYO,N/A,0272117736173,2025-09-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 436,"Record from 10/21/2025, 4:40:21.753 PM"
October,YEFBFY,N/A,0272397085247,2025-02-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 439,"Record from 10/21/2025, 7:49:10.711 PM"
October,YUNMSE,N/A,0272120852231,2025-10-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 453,"Record from 10/22/2025, 4:15:01.778 AM"
October,IXZZCF,N/A,0272111093262,2025-07-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 455,"Record from 10/23/2025, 7:29:56.713 AM"
October,FCBJGE,N/A,0272120261158,2025-10-14T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 456,"Record from 10/22/2025, 5:06:35.208 AM"
October,NAVXZS,N/A,0277217472546,2025-10-04T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 465,"Record from 10/22/2025, 4:14:38.676 AM"
October,SAKVGE,N/A,0272108429888,2025-06-12T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 474,"Record from 10/22/2025, 3:23:04.991 AM"
October,LKLCZE,N/A,0272113087201,2025-07-31T09:33:35.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 475,"Record from 10/22/2025, 4:30:53.207 AM"
October,CRKEPI,N/A,0272113214074,2025-08-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 508,"Record from 10/22/2025, 1:56:48.319 AM"
October,JDIGYQ,N/A,0272116690233,2025-09-07T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 510,"Record from 10/22/2025, 2:34:59.115 AM"
October,ICWEYB,N/A,0277340529465,2025-10-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 521,"Record from 10/22/2025, 1:48:56.396 AM"
October,UVTBSU,N/A,0272115020500,2025-08-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 522,"Record from 10/22/2025, 2:44:12.382 AM"
October,WKHVEH,N/A,0272112052439,2025-07-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 530,"Record from 10/22/2025, 1:05:56.901 AM"
October,EKBQWN,N/A,0272120893903,2025-10-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 540,"Record from 10/22/2025, 2:31:09.809 AM"
October,SBVLJZ,N/A,0272117774218,2025-09-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 545,"Record from 10/22/2025, 1:10:40.178 AM"
October,ISTKLO,N/A,0812373924585,2025-07-30T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.579Z,Passenger Record 554,"Record from 10/22/2025, 1:37:59.057 AM"
